Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Sex...Marital.Status,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker
0,1,12,4,0,2397,1,4,1,2,1,3,2,31,3,3,2,3,1,1,1
1,4,24,2,3,3234,1,3,2,3,1,2,4,39,3,2,1,3,1,2,1
0,3,48,2,6,3974,1,3,4,2,1,3,3,25,3,1,1,4,1,2,1
1,4,15,4,3,1896,1,2,1,2,1,2,1,20,3,1,1,2,2,2,1
1,4,9,2,6,1055,2,5,4,3,1,4,1,63,3,2,2,3,1,2,1
1,1,18,2,1,2288,1,3,3,2,1,4,2,29,3,2,2,3,1,2,1
1,2,27,2,2,3985,1,1,1,4,3,4,2,26,3,2,1,3,1,1,1
1,4,36,4,3,5121,4,4,3,2,1,2,3,32,3,2,2,3,1,1,1
1,4,24,4,0,1234,5,5,2,3,1,3,1,61,3,2,2,3,1,1,1
1,2,15,2,1,3447,1,5,3,3,1,4,4,31,3,2,1,3,1,1,1
1,2,48,3,9,5160,1,1,3,2,1,2,2,27,3,1,1,2,1,2,1
1,2,12,4,3,652,1,4,4,2,1,2,1,57,3,2,2,2,1,1,1
1,1,12,2,2,3186,1,4,2,1,1,2,3,29,3,2,1,3,1,2,1
1,3,36,2,3,4259,3,4,4,3,1,4,1,42,1,2,1,3,1,2,1
1,4,12,2,1,7522,1,2,2,3,1,2,1,32,3,2,2,3,1,2,1
1,4,15,4,0,3104,1,5,2,3,1,4,4,55,3,3,2,3,1,2,1
0,2,36,2,3,1372,1,2,4,2,1,4,2,32,1,1,2,3,1,1,1
1,1,15,2,6,1168,1,4,2,3,1,2,3,23,3,2,1,2,1,1,1
1,3,18,2,0,2921,4,3,4,4,1,3,2,28,3,1,1,2,1,1,1
0,4,9,2,3,950,2,4,2,3,1,4,1,54,3,1,1,3,1,2,1
1,1,12,2,2,2363,3,5,3,3,1,4,3,27,3,2,1,4,1,2,2
1,4,36,2,9,3415,3,4,4,3,1,2,3,29,1,2,1,3,1,2,1
0,2,6,3,1,625,1,5,2,2,1,4,3,30,3,3,2,2,1,2,1
1,4,4,2,0,665,1,4,3,2,1,2,2,37,3,2,1,2,2,1,1
1,4,24,4,3,3988,5,5,3,3,1,4,3,25,3,2,1,3,1,2,1
0,1,12,2,1,2389,1,3,4,1,1,4,4,27,3,2,1,3,1,1,1
1,1,15,2,3,729,1,5,4,2,1,4,2,42,3,2,1,3,1,1,1
1,3,60,4,2,6837,1,4,2,3,1,2,3,34,3,2,1,3,1,2,1
1,2,12,3,3,2659,5,5,4,3,1,2,3,40,3,3,2,4,1,2,1
1,4,30,4,0,2882,1,1,4,3,1,3,1,24,3,1,1,3,1,2,1
0,4,8,1,9,417,5,4,4,3,1,2,1,22,3,1,1,3,1,1,1
1,2,18,2,2,3621,3,3,4,3,1,3,3,53,1,3,1,3,1,2,1
0,1,10,2,8,1236,3,5,4,3,1,4,2,28,3,2,1,4,1,2,1
1,4,12,3,0,783,5,5,4,3,1,3,1,27,3,1,2,2,1,1,1
1,2,12,4,9,1555,3,3,4,2,1,4,2,48,3,2,2,3,1,1,1
1,2,24,4,3,2968,1,3,1,4,1,4,1,24,3,2,2,3,1,1,1
0,1,15,4,0,2212,1,1,2,1,1,4,1,27,3,1,1,3,1,1,1
1,3,24,4,0,1575,1,4,4,3,1,2,1,57,3,2,1,3,1,2,1
1,4,27,4,3,3061,1,3,3,3,1,4,4,29,3,2,2,3,1,2,1
1,4,24,2,3,1343,1,4,4,3,1,4,2,38,3,2,1,3,1,1,1
1,2,18,4,9,5840,2,1,4,3,1,2,1,32,3,2,1,4,1,2,1
1,1,15,4,1,1471,1,4,3,3,1,2,1,30,3,2,1,3,1,1,1
1,1,12,4,9,2064,1,5,2,3,1,4,2,64,2,2,2,2,1,1,1
0,2,12,2,9,433,3,4,4,4,1,4,2,27,1,2,1,2,1,1,2
1,4,24,2,6,3657,1,3,2,3,1,4,1,38,3,2,2,3,1,2,1
1,4,12,4,0,1825,1,2,2,2,1,4,2,30,3,2,1,3,1,2,1
1,2,12,1,0,3970,5,2,1,1,1,2,3,35,3,2,1,3,1,1,1
1,2,18,1,2,2063,1,1,2,4,1,1,1,23,3,1,2,2,1,1,1
1,2,24,2,8,1923,1,5,3,2,1,4,2,29,1,2,1,3,1,2,1
0,4,24,2,1,1526,1,3,4,1,1,4,4,29,3,2,1,4,1,2,1
0,1,18,3,2,2797,1,2,2,4,1,3,3,23,3,2,1,2,1,1,2
1,4,18,4,9,2716,4,4,3,2,1,4,3,28,3,2,2,3,1,1,1
1,4,36,2,6,6331,1,1,1,3,1,1,1,28,3,2,1,4,1,2,1
1,3,30,4,2,5953,1,4,2,4,2,4,4,24,2,2,2,3,1,1,1
1,2,9,2,3,1102,1,3,3,3,1,4,1,57,3,2,1,3,1,1,1
1,4,12,4,9,2786,1,4,4,3,3,4,1,60,3,1,2,3,2,2,1
1,1,30,2,1,3230,1,5,4,3,1,4,4,52,3,3,1,2,1,1,1
1,1,12,4,3,3105,1,3,3,3,1,2,1,55,3,2,1,3,1,2,1
0,2,15,4,5,1097,1,3,3,3,1,2,1,43,3,2,2,2,1,2,2
0,1,24,2,2,1126,1,2,4,3,1,2,1,25,3,1,2,3,1,1,1
1,4,18,4,1,2906,1,3,4,3,3,2,1,49,3,2,3,4,1,2,1
1,2,15,4,0,2684,5,4,3,3,1,1,3,39,3,2,1,3,1,2,1
1,4,24,2,2,3766,3,3,4,2,1,4,3,30,3,2,1,3,1,2,1
1,1,9,2,6,2631,5,5,2,3,1,2,1,28,3,1,1,3,1,1,1
0,2,15,4,0,1574,2,3,4,3,1,2,1,23,3,2,1,3,1,1,1
0,1,12,3,0,1157,4,3,3,2,1,3,4,61,3,3,1,3,1,1,1
1,2,24,4,0,1193,5,2,4,2,3,2,3,25,3,2,2,3,1,1,1
0,2,9,3,0,754,5,1,4,3,1,1,2,20,3,2,1,3,1,1,1
1,4,9,2,2,1174,1,2,2,3,1,2,1,30,3,2,1,3,1,2,1
1,4,12,2,2,1636,1,5,4,3,2,4,3,26,2,3,1,3,1,1,1
1,2,15,0,0,5390,2,5,1,3,1,3,3,49,3,2,1,4,1,2,1
1,3,48,2,3,7474,3,5,2,2,1,4,2,52,1,2,1,3,2,2,1
1,4,15,4,0,6646,1,2,4,2,1,4,1,26,3,1,1,3,2,1,1
1,2,36,3,4,3562,3,5,3,2,1,4,4,48,3,3,1,4,1,2,1
1,1,36,2,3,3834,5,4,4,2,1,4,2,66,3,3,1,3,1,2,1
1,4,10,2,3,923,4,5,4,3,1,4,1,31,3,2,1,3,1,1,1
0,4,24,2,3,1881,1,2,4,3,2,1,3,30,3,2,1,3,1,2,1
1,4,30,4,2,9281,1,5,1,3,1,4,4,45,3,2,2,4,1,2,1
1,2,15,4,2,8048,1,5,2,2,1,4,3,60,3,2,2,3,1,2,1
1,3,12,2,6,1542,1,4,4,3,1,4,3,36,3,2,1,3,2,2,1
0,1,9,3,0,2549,1,4,1,3,1,4,3,39,3,2,1,3,1,1,1
0,2,12,4,3,1796,1,3,2,3,1,4,3,60,3,2,1,3,1,2,1
1,2,24,4,9,6146,2,5,4,2,1,4,4,32,3,3,1,3,1,2,1
0,1,12,4,1,1231,1,4,1,2,2,4,1,22,3,2,2,1,2,1,1
1,4,24,4,1,1223,5,3,4,3,1,2,3,57,3,3,3,3,2,2,1
1,2,9,4,1,520,5,2,3,2,1,4,1,29,3,1,2,2,1,1,1
1,4,48,2,0,10279,2,5,4,3,1,4,4,74,3,3,1,4,2,1,1
1,2,18,4,2,3617,1,4,4,3,3,4,4,33,3,2,2,3,1,1,1
0,4,15,4,3,3972,1,5,4,3,1,2,3,47,3,2,3,3,1,2,1
0,1,12,0,9,603,1,4,4,3,1,4,2,24,3,2,2,3,1,1,1
1,3,24,2,3,4454,1,1,4,1,1,3,1,24,2,2,1,4,1,2,1
1,2,10,2,3,7655,1,5,4,3,1,4,4,37,3,3,1,3,1,2,1
1,4,12,4,2,1658,1,3,2,2,1,4,2,46,3,2,3,2,2,1,1
1,4,18,3,0,1494,1,3,2,2,2,2,2,41,3,2,1,2,1,1,1
1,1,36,4,0,6534,1,2,3,4,1,2,1,39,3,3,2,4,1,2,1
0,1,12,2,0,3609,1,2,2,3,1,4,2,49,3,1,1,3,1,1,1
0,1,24,2,8,2338,5,4,4,3,1,3,2,40,3,2,1,3,1,2,1
1,1,6,4,1,700,1,5,3,3,3,2,2,49,3,2,2,2,1,1,1
1,4,18,3,2,4527,2,4,2,3,1,4,2,43,3,2,2,3,2,2,1
1,3,4,4,0,386,1,2,4,3,1,4,1,26,3,2,2,3,1,2,2
1,4,24,2,3,1502,5,5,4,3,1,3,1,66,3,1,2,4,1,2,1
1,4,8,4,0,1223,1,5,4,3,1,4,1,27,3,2,1,2,1,1,1
0,4,15,4,0,3650,1,3,4,3,1,4,2,27,3,2,1,4,1,1,1
0,2,18,2,9,1867,2,2,2,2,1,4,3,41,3,2,1,3,1,2,1
0,4,48,2,0,7170,1,5,3,3,1,4,3,36,3,2,1,3,1,2,1
0,1,48,1,3,2242,1,3,3,3,1,2,4,23,1,3,1,3,1,1,1
0,2,21,2,2,749,1,4,3,1,1,3,3,20,1,1,1,3,1,1,1
0,2,18,2,6,6416,1,2,2,2,1,4,3,23,3,2,1,3,2,1,1
0,3,24,2,2,6761,1,2,3,2,1,4,3,30,3,2,1,3,1,1,2
1,1,10,2,3,1354,1,2,1,4,1,1,3,22,3,2,1,3,1,1,1
0,4,36,2,5,5742,1,3,4,2,1,4,3,62,3,2,1,2,1,2,1
0,1,9,2,1,1950,1,3,3,2,1,4,3,30,3,2,1,3,1,2,1
1,3,39,4,2,9632,3,5,4,3,1,4,3,66,3,2,3,3,2,1,1
1,3,15,2,1,1216,5,5,4,3,1,4,2,41,1,2,1,3,1,1,1
1,4,48,2,0,6344,4,4,4,3,1,4,3,33,1,2,1,4,1,2,1
0,1,24,2,0,3095,5,5,2,3,1,4,3,36,3,2,1,2,2,1,1
1,4,24,4,2,11568,1,3,1,2,1,4,4,56,1,2,2,3,2,1,1
1,4,12,2,2,2107,1,5,2,3,2,4,1,27,3,1,1,2,1,1,1
0,4,36,1,6,4110,5,4,4,3,1,4,3,26,3,2,1,2,1,2,1
0,1,24,2,0,2439,5,3,3,4,1,1,1,36,3,1,2,3,1,1,1
1,1,21,2,3,1104,1,5,4,3,2,4,4,44,1,3,1,3,1,2,1
1,4,12,2,2,3021,2,4,4,3,2,3,2,43,3,2,2,2,2,1,1
1,4,36,2,2,7272,1,3,4,2,1,2,3,27,3,2,2,3,1,2,1
1,1,48,3,3,11565,1,2,3,4,1,4,2,43,3,3,1,3,1,2,1
1,2,12,2,0,1289,1,5,4,3,1,1,3,43,3,2,1,3,1,1,1
1,4,48,4,3,5802,2,3,3,1,3,4,3,24,3,1,3,3,1,2,1
1,1,48,2,1,3415,1,2,4,3,2,4,2,26,3,2,1,3,1,1,1
1,1,9,2,3,1953,1,4,2,3,1,3,1,40,2,2,1,4,1,2,1
1,4,24,4,3,1517,1,3,4,3,1,3,2,46,3,2,2,3,1,2,1
1,4,15,3,9,1911,2,3,4,3,1,4,3,58,1,2,1,2,1,1,1
1,2,45,4,10,4662,1,1,3,3,1,1,4,25,3,1,3,3,1,2,1
1,4,24,2,3,11904,1,5,1,3,1,4,2,24,3,1,1,2,1,1,1
0,1,24,4,2,3078,1,5,3,2,1,3,1,31,3,1,1,3,1,1,2
1,4,9,2,3,1536,1,3,1,3,1,4,4,31,3,2,1,4,1,1,1
0,1,12,3,0,1786,1,3,3,2,1,1,2,24,3,2,1,3,1,1,1
0,1,24,2,3,2389,2,5,3,3,1,4,3,26,3,2,2,3,1,1,1
1,4,24,2,0,2196,1,3,2,3,1,3,3,49,3,2,2,3,2,1,1
1,4,24,3,3,1922,1,4,4,3,1,4,2,46,3,2,1,3,1,2,1
1,4,12,4,9,6468,5,5,2,2,1,4,4,38,3,2,1,2,1,1,1
0,4,24,3,0,7926,1,3,1,2,1,1,3,22,3,2,2,3,2,2,1
1,1,24,4,0,1924,1,4,4,4,1,4,2,34,3,2,3,3,2,1,1
1,1,30,3,3,9571,4,2,2,2,1,2,4,35,3,2,2,3,1,2,1
1,2,6,2,3,469,1,1,2,3,1,2,2,20,3,2,1,2,1,1,1
1,2,12,4,1,918,1,4,4,3,1,3,1,38,3,1,1,2,1,2,1
0,3,9,2,3,2289,1,3,1,3,1,2,1,46,3,2,1,3,2,1,1
1,4,12,4,0,3607,1,5,2,3,1,4,3,26,3,3,1,3,1,2,1
1,4,36,2,9,15393,4,3,1,1,1,4,3,34,3,2,1,4,1,1,1
1,1,12,3,2,1797,2,2,2,2,1,2,3,43,2,2,2,2,1,1,1
0,2,24,3,3,3246,1,4,2,3,1,2,4,46,3,2,1,4,2,1,1
1,4,6,2,0,566,2,5,4,3,1,4,3,51,3,2,1,2,1,2,1
1,1,12,4,0,1274,1,1,3,2,3,1,1,32,3,2,1,2,1,1,1
1,4,4,2,1,753,1,1,2,4,1,2,2,34,1,2,1,3,1,2,1
1,4,12,2,0,2432,1,4,2,3,1,4,2,48,3,2,1,2,2,1,1
1,2,18,2,2,1382,4,3,4,4,2,4,4,25,3,2,1,3,1,2,1
1,1,36,2,3,3423,4,2,4,3,1,3,1,29,3,2,1,3,1,2,1
1,2,20,4,3,2830,5,5,4,3,1,2,3,36,3,2,1,3,1,2,1
1,2,24,4,3,4158,1,5,4,3,1,1,3,32,3,2,2,3,1,1,1
1,2,12,2,9,1217,1,1,1,4,1,2,1,24,3,2,2,2,2,1,1
0,1,36,2,3,5979,5,4,2,2,1,3,2,32,3,3,1,2,1,1,1
1,2,18,0,1,1384,2,4,4,3,3,2,3,28,1,2,1,3,1,1,1
1,4,27,4,0,11194,5,5,4,3,1,4,1,41,3,2,2,4,2,2,1
0,2,18,1,2,3057,1,1,2,3,3,1,2,26,1,2,2,2,1,1,1
1,4,36,3,3,7039,5,3,3,4,1,1,2,36,3,2,1,4,1,2,1
1,4,18,2,3,2917,1,5,2,2,1,2,1,61,3,2,1,3,2,2,1
1,1,18,4,1,2116,5,4,2,3,3,1,3,33,3,2,1,3,2,1,1
1,2,18,4,1,1393,1,2,4,4,1,1,3,40,3,3,1,3,1,1,1
1,4,12,2,2,966,3,3,3,3,1,3,1,52,3,2,1,3,1,1,1
1,1,6,4,1,931,1,2,2,2,1,4,2,52,3,2,1,2,1,1,1
1,4,12,0,10,1542,1,3,2,2,1,2,2,38,3,2,1,4,1,2,1
0,2,15,2,0,2778,5,5,3,3,1,4,2,45,3,1,1,3,1,2,1
1,4,6,3,3,1414,1,3,2,2,1,3,3,36,3,2,2,3,1,2,1
0,1,18,4,3,769,2,3,2,3,1,4,2,44,3,1,1,2,1,1,1
1,2,36,4,0,3575,1,3,2,3,1,3,3,28,3,2,3,4,1,1,1
1,4,12,4,9,5776,5,4,2,2,1,4,3,55,3,2,2,4,2,2,1
1,4,30,0,5,2278,5,3,4,2,2,1,3,32,3,2,1,3,1,1,1
0,4,9,4,9,1018,1,5,4,3,1,2,1,55,3,2,2,3,1,2,1
1,2,24,3,1,4142,1,3,4,3,1,2,3,31,3,2,1,3,1,1,1
1,1,15,2,1,2569,1,3,2,2,1,1,3,50,1,2,1,3,1,2,1
1,4,12,1,3,10129,1,5,1,3,1,4,1,24,3,2,1,3,1,1,1
0,4,12,2,1,1221,2,3,4,3,1,2,3,40,3,2,1,4,1,2,1
1,4,30,4,0,7048,1,5,4,3,1,4,3,47,3,2,2,4,1,2,1
0,4,12,2,0,3830,1,3,4,3,1,2,2,32,3,2,1,3,1,1,1
1,3,24,4,1,1981,3,3,4,3,1,2,4,36,3,3,2,3,1,2,1
0,2,18,2,0,2187,1,5,4,3,1,4,3,25,3,2,1,2,1,1,1
1,3,18,3,0,2276,1,4,4,2,3,4,4,39,1,2,1,3,1,1,1
1,2,18,3,2,3344,1,4,2,2,1,2,1,35,2,1,1,4,1,2,1
1,4,24,2,3,1413,5,4,4,2,1,4,3,20,3,2,1,2,1,1,1
1,4,24,2,0,3238,3,4,1,4,1,2,4,49,3,3,1,4,1,2,1
1,1,21,2,0,5698,1,4,3,3,1,4,2,48,2,2,1,3,1,2,1
1,4,6,0,2,380,5,5,4,3,1,4,1,23,3,1,1,2,1,2,1
0,4,42,2,2,11932,1,3,2,1,1,4,4,22,3,2,1,3,1,2,1
1,4,18,2,1,1382,1,5,4,2,2,2,1,64,3,2,1,3,1,1,1
1,4,24,4,2,6221,4,5,2,2,1,4,1,29,3,2,2,3,1,2,1
1,4,12,2,0,3970,5,4,2,2,1,4,4,45,3,2,1,4,2,2,1
1,4,15,2,3,1591,3,4,3,3,1,4,2,24,3,1,1,3,1,1,1
1,1,21,3,1,4733,1,5,4,3,3,2,1,27,1,2,2,3,1,2,1
1,2,7,2,0,1683,1,3,4,1,1,4,2,54,3,2,1,3,1,1,1
1,4,12,4,2,753,2,5,4,2,1,4,1,38,3,1,2,3,1,2,1
1,4,18,3,2,2222,1,4,3,2,1,2,3,61,3,2,1,4,1,2,1
1,2,12,4,2,1952,1,5,4,2,1,4,2,50,3,2,2,3,1,2,1
1,4,24,4,0,9371,1,3,2,2,1,4,2,29,3,2,2,4,1,1,1
1,4,24,4,3,1223,1,3,3,2,1,2,3,50,3,2,1,4,1,1,1
1,2,12,2,3,1071,1,3,4,3,1,2,4,29,3,2,1,3,1,1,1
1,2,42,4,3,4528,1,3,1,3,1,2,3,31,3,2,2,3,1,2,1
0,2,15,2,2,2400,1,2,2,3,1,2,3,24,3,2,1,3,2,1,1
1,4,24,4,0,4791,5,3,4,4,1,1,3,23,3,2,1,3,1,2,1
1,4,9,3,3,756,4,3,4,2,1,4,1,30,3,2,1,3,1,2,1
1,2,24,1,3,1836,1,4,3,3,1,4,2,27,3,2,2,2,1,1,1
1,1,12,2,3,1207,4,3,4,3,1,4,2,47,3,2,1,2,1,1,1
0,4,21,2,3,5041,1,5,2,2,1,4,1,31,1,2,2,3,1,1,1
0,1,24,4,3,4454,3,3,4,3,2,3,4,35,3,2,2,3,1,1,1
1,2,20,4,2,3110,1,3,1,2,1,4,1,46,3,1,2,3,1,2,1
1,2,4,3,2,635,1,3,1,3,1,2,2,46,3,3,2,3,2,1,1
1,4,31,2,0,11528,1,5,4,2,1,4,4,34,3,2,2,3,2,1,1
1,4,11,2,0,1352,5,4,2,2,1,4,1,39,3,1,1,1,1,1,1
1,2,48,4,3,10551,5,5,4,2,1,4,4,39,3,2,1,3,1,2,1
1,4,9,2,0,1085,1,4,4,4,1,1,1,27,3,2,1,3,1,2,1
1,4,36,4,3,5379,1,2,4,2,1,2,3,28,3,3,2,3,1,1,1
0,3,20,2,2,1602,1,2,2,2,1,1,3,19,3,2,1,4,1,1,1
1,4,48,2,2,2137,1,3,4,3,1,4,1,26,3,2,1,1,1,1,1
1,4,24,4,1,2341,1,5,4,3,1,4,1,43,3,1,1,3,1,2,1
1,4,24,2,3,2991,1,5,4,3,1,4,2,36,3,1,1,3,1,2,1
1,2,36,2,4,2863,4,3,3,4,1,3,3,20,3,2,1,2,1,1,1
1,4,6,2,5,998,2,2,4,3,1,3,1,25,1,2,1,2,1,1,1
1,2,6,4,0,338,2,4,4,2,1,2,2,31,3,1,2,3,2,1,1
0,2,21,2,1,932,1,2,4,3,1,2,1,27,2,2,1,2,2,1,1
1,1,9,2,5,722,1,2,3,3,1,3,3,36,3,2,1,4,1,1,1
1,2,6,1,3,1719,2,3,1,3,1,4,1,38,3,1,1,3,1,1,1
0,4,18,4,3,1194,1,5,4,4,1,2,3,25,3,2,1,3,1,1,1
1,2,15,4,3,1810,1,5,4,4,1,3,3,63,2,2,2,4,1,1,1
1,2,20,2,3,2868,1,4,4,3,1,4,3,36,3,1,1,4,1,2,1
1,4,11,2,1,1211,1,5,2,3,1,1,2,31,3,2,1,1,1,1,1
0,2,48,2,2,7436,1,3,2,3,1,3,2,25,3,2,1,3,1,1,1
1,4,15,2,0,3385,1,5,4,2,1,4,2,52,3,2,2,4,2,2,1
0,1,30,2,2,2629,1,3,3,2,1,4,1,66,1,2,2,3,2,2,1
0,1,18,2,0,1232,1,3,2,3,3,4,1,24,3,1,1,2,1,1,1
1,2,6,2,3,667,1,3,4,2,1,2,2,30,3,2,1,3,1,1,1
1,3,12,4,0,3751,2,3,1,3,1,2,3,52,3,2,3,3,1,1,2
1,1,5,3,2,288,1,2,4,3,1,2,1,24,3,1,1,2,1,1,1
1,4,12,4,1,7231,2,5,1,3,1,2,1,23,3,1,2,4,2,2,1
1,4,12,2,3,1053,5,3,4,2,1,3,3,38,1,2,1,3,1,1,1
1,4,36,2,3,2578,2,4,2,2,3,3,2,27,2,2,1,3,1,1,1
0,3,11,2,2,707,1,5,1,2,1,4,3,26,3,2,1,3,1,1,1
1,4,36,2,3,759,2,4,4,3,1,4,3,60,3,3,1,4,1,2,1
0,1,21,0,9,10960,1,4,2,2,2,2,1,43,1,2,1,3,1,2,1
0,1,24,4,0,3653,5,4,2,3,1,4,3,36,3,2,2,3,1,1,1
0,2,11,2,9,1343,2,4,4,2,1,4,3,63,3,2,1,4,1,2,2
1,1,6,2,3,1107,1,3,4,3,1,3,3,30,1,1,2,3,1,1,1
1,2,27,1,4,2682,1,4,4,3,1,2,3,26,3,2,1,3,1,2,1
1,4,15,2,6,1753,1,3,3,3,1,2,2,44,3,2,1,2,1,2,1
0,2,12,2,0,1601,1,3,4,3,1,4,3,46,3,2,1,3,1,1,1
1,1,9,2,3,1571,1,3,4,2,1,4,2,50,3,3,1,3,1,2,1
1,4,36,3,6,4154,1,4,2,3,1,2,3,35,3,2,2,3,1,2,1
1,2,24,4,2,1746,1,5,2,2,1,4,1,35,3,1,1,3,1,1,1
1,1,6,2,9,1258,1,2,2,2,1,4,1,35,3,2,2,2,1,1,1
1,3,12,2,2,1297,1,5,3,3,1,4,3,44,3,3,1,3,1,1,1
0,2,24,2,0,2267,1,5,4,2,1,4,3,24,3,2,1,3,2,1,1
1,4,15,2,9,1941,5,5,3,3,1,2,1,38,3,2,2,3,1,1,1
0,3,6,4,2,975,1,3,4,3,1,3,2,49,3,2,2,1,1,1,1
0,1,45,2,0,6313,1,3,4,2,1,4,4,47,1,2,2,3,1,1,2
1,4,30,2,0,3918,1,2,3,3,1,2,4,36,3,3,2,2,1,1,1
0,1,9,2,3,1545,2,3,2,3,1,2,2,35,1,2,2,2,1,1,1
1,1,24,4,1,4843,1,4,4,2,1,4,4,31,3,2,2,3,1,1,1
1,4,9,2,3,1360,1,5,3,3,1,2,2,22,1,2,2,3,1,2,2
1,4,15,4,0,6759,1,5,2,2,1,4,3,52,3,2,1,3,1,2,1
1,4,12,2,0,1216,4,4,3,2,1,4,4,31,3,2,1,2,1,1,1
0,3,12,2,0,1832,1,2,2,3,1,2,3,35,3,2,1,3,2,1,1
0,4,18,4,9,1371,1,5,4,3,1,2,4,23,3,2,1,3,1,1,1
0,2,24,2,2,7490,1,5,2,3,1,4,3,43,3,3,1,3,1,1,1
1,3,24,3,2,6970,2,3,1,2,1,3,1,36,3,2,1,3,2,2,1
0,4,10,1,4,454,1,5,4,2,1,4,1,38,3,2,1,3,1,1,1
1,3,45,2,6,7966,1,3,4,2,1,4,4,34,3,2,1,4,1,1,1
1,4,36,1,9,3949,1,5,1,4,1,4,4,35,3,2,1,3,1,2,1
1,2,18,4,1,13088,5,5,1,3,1,2,2,36,3,2,2,4,1,2,1
1,1,12,1,3,1305,1,3,4,4,1,4,4,23,3,2,1,3,1,1,1
1,4,24,2,0,5240,3,4,2,2,1,3,2,34,3,1,1,3,1,2,1
1,2,18,2,1,3597,1,5,4,2,1,4,3,47,3,2,3,3,2,2,1
1,2,18,2,3,1747,1,3,2,3,1,2,4,38,2,3,1,3,1,1,1
0,2,36,4,2,8905,1,3,3,3,1,4,4,32,3,3,1,3,1,2,1
1,3,24,2,0,4899,4,4,4,3,2,3,2,38,3,2,1,3,2,2,1
1,4,9,4,0,521,5,5,4,2,1,4,3,35,3,2,1,3,1,2,1
1,2,32,2,0,11602,5,3,1,3,3,4,3,23,1,1,1,2,1,1,1
1,4,60,3,9,4843,2,3,4,3,1,2,2,47,3,2,2,2,1,1,1
1,2,15,4,3,1409,5,5,4,3,1,2,2,47,3,2,2,3,1,2,1
1,2,12,3,9,1364,1,2,2,3,1,2,1,25,3,1,1,2,2,2,1
0,1,48,4,3,8076,5,5,2,2,1,3,4,64,1,3,3,3,1,2,1
0,1,36,2,3,2799,1,3,3,3,1,2,1,25,3,1,1,2,1,1,1
0,2,60,1,2,2832,2,5,3,3,1,4,3,50,3,3,1,3,1,1,1
1,1,24,2,2,5800,1,2,2,2,2,3,3,44,3,2,1,4,1,2,1
1,4,6,2,0,1882,1,4,2,4,1,1,1,44,3,1,1,3,1,1,1
1,2,18,2,6,2275,5,3,3,4,1,1,3,28,3,1,1,2,2,1,1
0,2,18,2,3,3618,1,2,1,3,1,2,1,29,3,1,2,3,1,2,1
1,1,15,2,9,4191,1,1,1,3,1,2,2,25,1,1,1,3,1,1,1
1,4,6,4,9,596,2,3,4,3,1,4,2,28,3,2,1,3,1,1,1
0,2,10,2,1,3644,2,5,4,2,1,4,2,25,3,2,2,3,2,2,1
1,4,27,4,5,4603,1,3,1,2,1,2,2,40,3,2,2,3,1,2,1
1,2,15,1,0,3784,4,1,2,3,1,4,3,27,3,2,1,2,2,1,1
1,2,6,4,9,1545,1,3,3,4,2,3,1,54,3,2,2,3,1,2,1
1,2,6,2,0,687,1,3,2,2,1,3,2,35,3,2,1,3,1,1,1
0,2,48,4,6,8967,1,1,3,3,1,1,3,26,3,2,2,3,1,1,1
1,2,24,2,8,1237,1,3,4,3,1,3,1,26,3,2,2,3,1,2,1
0,1,10,4,3,1592,1,3,3,3,1,3,1,29,3,2,3,3,1,1,1
1,4,6,3,9,1282,2,5,3,3,2,4,1,46,3,1,1,3,1,2,1
1,2,24,2,9,1310,2,3,4,4,1,4,2,25,3,2,1,3,1,1,1
1,1,24,2,9,1410,4,3,4,2,1,2,1,23,1,2,1,2,1,1,1
1,1,12,2,0,2506,2,2,3,3,1,2,4,21,3,2,2,3,1,1,1
1,2,12,2,3,1103,1,3,3,1,1,4,3,43,3,2,1,3,1,1,1
1,1,12,3,2,1315,2,5,1,3,3,4,2,26,3,2,2,2,1,1,1
1,4,36,4,4,10270,3,3,1,3,1,2,3,39,3,2,3,3,2,2,1
0,4,48,4,2,12688,1,2,3,3,3,4,1,28,3,2,1,4,1,2,1
1,2,36,4,2,4813,1,5,2,1,2,4,2,35,3,2,1,3,1,2,1
1,2,24,4,6,3996,5,5,4,2,1,4,3,25,3,2,3,3,2,2,1
1,3,18,2,5,1326,5,2,4,3,1,2,1,30,3,2,1,3,1,2,1
0,1,6,4,0,365,1,3,3,3,1,2,1,35,3,2,1,2,1,1,2
1,4,24,2,3,2333,5,3,4,2,1,4,4,33,1,2,1,2,1,1,1
1,2,15,4,10,2076,1,3,4,3,1,4,2,41,3,3,3,3,1,2,1
1,2,24,1,0,2073,4,5,3,4,3,4,2,44,1,1,1,4,1,2,1
1,3,15,2,2,7420,5,5,1,3,1,4,3,45,3,2,1,3,1,1,1
0,1,24,0,5,4592,1,2,1,2,1,3,3,22,1,2,1,3,1,1,1
1,1,12,2,3,2992,5,3,1,2,1,4,3,31,3,2,1,3,1,2,1
1,4,6,2,2,998,5,5,3,3,1,2,2,22,2,1,2,2,1,1,1
1,4,12,4,3,1934,1,3,2,3,1,1,2,35,3,2,1,3,2,1,1
