Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment per cent,Sex...Marital.Status,Guarantors,Duration in Current address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
0,4,36,3,0,3941,1,5,4,3,1,4,3,28,1,2,2,3,1,1,1
0,1,48,2,9,5170,4,4,4,3,2,4,2,23,3,1,1,2,1,2,1
1,4,18,2,6,1185,1,3,2,3,1,1,1,35,3,1,1,4,1,1,1
1,4,24,4,9,10531,2,2,4,3,1,2,4,47,3,2,2,4,1,2,1
1,4,6,3,0,2544,1,2,1,2,1,2,2,32,3,1,2,3,1,1,1
1,4,12,2,0,2761,5,5,2,3,1,4,2,64,3,2,1,3,1,2,1
1,4,24,4,10,2141,1,5,2,3,3,4,2,38,3,3,1,3,1,2,1
1,2,24,2,10,5778,1,3,1,2,3,2,1,28,3,2,2,3,1,1,1
1,2,6,2,2,624,2,4,1,3,1,4,1,58,3,1,1,2,1,1,1
0,2,11,4,8,3264,1,5,2,2,1,4,3,63,1,3,2,3,1,1,1
1,2,24,2,6,9405,1,5,2,2,1,4,2,45,1,3,3,3,1,2,1
0,2,24,2,0,4374,2,3,2,3,1,2,3,24,1,1,2,3,1,1,1
1,1,12,2,1,5711,1,4,1,3,1,1,1,30,3,1,1,2,1,1,1
1,2,24,2,3,1899,1,4,4,2,1,3,4,40,2,3,1,4,2,1,1
1,4,12,1,3,1422,1,4,2,3,1,4,1,33,3,1,1,2,2,1,1
1,2,24,2,3,5012,5,4,3,3,1,4,3,46,3,3,2,3,2,2,1
1,1,10,2,0,3160,1,2,2,2,1,1,4,23,3,2,1,3,1,1,1
1,4,6,2,0,1471,1,4,4,4,1,3,1,50,3,2,2,3,1,1,1
0,2,6,2,0,727,1,3,1,3,1,4,1,29,3,2,2,3,2,1,1
1,1,12,4,1,3617,1,3,2,2,1,2,3,31,3,2,2,4,1,2,1
0,1,48,2,0,12716,1,1,2,3,1,4,3,27,3,1,1,3,1,2,1
0,4,12,2,0,1597,5,3,4,3,1,2,3,24,1,1,3,2,1,1,1
1,2,18,4,9,2347,1,2,4,3,2,2,2,49,1,2,2,3,1,1,1
1,1,12,4,1,1820,1,4,3,3,2,4,3,55,3,3,1,3,1,2,1
1,2,18,2,3,3975,1,2,1,2,1,2,2,27,3,2,1,4,1,2,1
1,3,12,4,0,1107,1,1,4,3,1,3,1,32,3,2,1,3,2,1,1
1,1,12,2,0,2099,5,3,4,2,2,1,1,49,3,2,1,3,2,1,1
1,2,18,4,3,1597,3,5,4,3,1,2,1,59,3,2,2,4,1,1,1
1,1,48,2,0,7691,2,4,1,3,1,4,4,33,3,3,1,3,1,1,1
1,2,12,2,3,1956,2,2,2,2,1,4,2,30,2,2,2,4,1,1,1
1,2,12,2,0,934,5,5,4,2,1,3,2,37,3,2,1,3,2,2,1
1,2,10,4,0,4060,5,5,1,3,1,4,1,42,3,3,1,3,1,1,1
1,2,24,2,1,7417,1,1,3,3,1,4,2,40,3,2,1,3,1,2,1
1,1,24,2,3,4601,5,3,4,2,1,4,4,41,1,2,1,3,1,2,1
1,4,39,2,2,8673,5,1,4,1,1,2,2,29,3,2,1,3,1,2,1
0,1,9,2,3,1310,1,1,4,2,1,4,1,24,3,1,1,2,1,2,1
1,1,48,2,2,5915,1,2,4,2,1,4,4,32,3,2,1,4,1,2,1
1,1,12,0,2,1134,1,3,4,3,1,4,3,29,1,2,1,3,1,2,1
1,3,36,2,2,3874,5,3,4,3,2,3,3,45,3,3,1,3,1,1,1
1,1,9,3,2,782,1,3,4,2,1,2,2,28,3,1,1,3,1,1,1
1,1,36,2,0,8329,1,5,4,3,1,4,3,52,3,2,1,3,1,2,1
1,1,18,2,0,5836,2,5,1,2,1,4,4,46,3,2,1,3,1,1,1
0,3,24,2,8,4265,4,4,3,3,1,2,2,25,3,1,1,3,1,1,1
1,4,8,3,3,753,5,4,4,2,1,2,3,34,3,2,1,3,1,1,1
1,1,18,2,9,2133,5,4,2,2,1,4,4,40,2,2,1,4,1,2,1
0,1,18,2,0,1206,1,3,4,3,1,2,2,43,3,2,1,3,1,1,1
1,4,12,4,6,1525,2,3,4,2,1,3,1,33,3,2,1,3,1,1,1
1,4,24,4,3,3621,2,5,4,3,2,4,1,44,3,1,2,2,1,1,1
0,2,12,2,9,933,1,3,3,3,3,2,3,37,3,1,1,3,1,2,1
1,4,12,4,1,1941,5,5,2,3,1,2,1,57,3,1,1,2,2,2,1
0,4,33,2,0,6418,5,5,2,3,2,4,2,44,2,2,2,3,1,1,1
0,2,15,1,3,2119,1,3,2,3,1,2,1,36,2,2,1,4,1,2,1
0,3,12,2,9,2171,1,5,3,2,1,4,2,25,1,2,1,3,1,1,1
1,2,6,4,9,1200,1,3,2,3,1,2,1,35,3,2,3,3,1,2,1
0,2,18,0,0,1381,4,1,4,3,1,2,1,25,3,2,1,4,1,2,1
0,1,27,1,6,3234,3,2,4,3,1,2,1,30,3,1,1,3,1,1,1
0,2,24,1,2,3596,3,4,4,2,1,4,4,34,1,3,1,3,2,1,1
1,2,6,4,0,701,1,3,4,4,1,4,1,30,3,1,1,1,1,1,1
1,2,24,4,5,1988,1,3,4,2,1,2,3,37,3,2,2,3,2,1,1
1,2,48,2,1,6785,4,5,2,3,1,2,1,42,1,1,2,3,2,1,1
1,1,24,2,3,2025,1,4,2,2,1,4,3,25,3,2,1,3,1,1,1
1,2,48,2,1,6971,5,2,1,2,1,4,1,36,3,1,1,3,1,1,1
1,4,10,2,2,1194,1,2,4,3,1,1,1,33,2,2,1,3,1,1,1
0,4,12,2,2,2154,3,3,4,2,1,1,1,36,3,2,1,2,1,1,1
1,2,12,4,3,6994,1,3,1,3,1,2,1,27,3,2,2,3,2,1,1
1,4,24,3,1,3531,1,1,2,3,1,2,1,20,3,1,1,3,1,2,1
1,4,24,2,0,4818,1,4,1,3,1,4,1,38,3,2,1,3,2,1,1
1,3,47,4,3,3017,1,4,4,3,1,4,2,36,2,2,2,4,2,2,1
1,4,24,4,2,4735,5,4,1,2,1,4,1,24,3,1,2,3,2,1,1
1,4,18,4,3,3050,5,3,4,3,1,2,4,23,3,2,1,4,1,2,1
1,1,24,2,3,7475,1,3,3,2,1,4,3,36,3,3,1,3,1,2,1
1,2,18,4,0,4155,2,1,3,3,1,3,2,50,3,2,3,3,1,2,2
1,1,12,4,10,3016,1,3,2,3,1,3,3,25,3,2,1,3,2,2,1
0,4,18,2,3,956,1,5,4,3,1,4,4,25,3,2,2,3,1,2,1
0,1,18,2,2,1136,1,2,4,1,1,4,3,57,3,2,2,3,1,2,2
1,4,24,4,6,4816,1,5,4,2,1,3,1,40,3,2,1,2,2,1,1
0,1,30,3,5,3148,2,5,3,1,1,4,3,36,3,2,1,4,1,2,1
0,1,24,4,0,2575,1,3,4,3,1,4,3,67,3,2,3,3,1,1,1
1,4,24,4,3,7618,1,2,4,3,1,2,3,44,3,2,2,3,1,1,1
1,1,24,4,9,6950,1,3,4,2,1,3,3,50,3,2,1,3,1,1,1
1,3,48,4,6,12873,5,3,1,2,1,3,3,28,3,2,3,4,1,1,1
1,4,12,3,3,4511,1,3,1,3,1,4,2,27,3,2,1,2,1,1,1
0,1,24,2,3,2613,1,3,3,3,1,2,3,34,3,2,1,3,2,1,1
1,2,11,3,3,872,2,4,4,2,1,3,3,40,3,2,1,3,1,2,1
1,2,11,2,6,1493,1,5,3,3,1,3,2,50,3,2,2,3,2,2,1
1,4,18,4,0,4812,1,3,4,3,1,4,3,65,3,3,1,4,1,2,1
1,4,12,4,1,2181,1,3,4,2,1,4,2,32,2,1,1,3,1,1,1
1,4,18,0,0,1977,5,2,3,3,1,4,3,24,3,3,1,3,1,1,1
1,1,42,4,1,2192,1,1,4,3,1,1,1,26,1,2,2,3,1,1,1
1,1,18,4,3,2766,1,5,4,4,1,4,4,57,3,3,2,3,2,1,1
1,1,21,2,0,3843,1,2,4,2,1,4,2,49,3,2,1,3,1,1,1
0,2,12,3,6,1238,1,4,4,3,1,4,2,46,3,2,2,3,1,1,1
1,4,24,2,3,3200,4,5,3,2,1,4,3,43,3,2,1,3,1,1,1
1,4,24,4,2,3236,4,5,4,3,2,4,3,50,3,2,1,4,2,2,1
1,1,36,2,3,7587,1,3,4,2,1,4,3,63,3,2,1,4,1,2,1
0,1,9,2,2,782,1,3,3,3,1,4,1,25,1,1,1,2,1,2,1
1,4,18,3,1,3447,2,3,4,3,1,4,3,43,3,2,1,3,1,1,1
0,1,27,2,0,2369,3,3,4,2,1,3,1,26,3,2,1,3,1,1,1
1,1,24,2,2,1287,1,3,4,3,1,4,2,22,3,2,2,3,1,1,1
1,4,18,1,9,2476,3,5,2,2,3,4,3,25,3,2,1,3,1,1,1
1,4,24,2,3,2141,1,5,2,3,1,4,3,34,3,2,1,3,2,1,1
0,4,24,2,8,2322,2,3,4,2,1,4,3,55,3,2,1,3,1,2,1
1,1,12,2,6,1199,1,4,4,3,1,4,2,32,3,2,1,3,1,2,1
1,4,18,2,1,1750,2,5,2,3,1,4,1,36,2,1,1,2,1,1,1
0,4,18,2,9,7233,1,2,3,3,1,1,3,24,3,2,1,3,1,1,1
1,4,12,2,0,1245,2,4,4,3,1,4,2,38,3,2,2,3,1,2,1
1,4,13,2,0,1236,1,5,2,3,1,3,2,37,3,2,2,2,2,1,1
0,4,60,1,9,18099,3,2,2,2,1,2,4,24,1,2,1,2,1,2,1
1,4,60,4,1,11671,5,5,2,1,1,4,2,31,3,2,1,3,1,1,1
1,1,12,2,2,1116,1,3,3,3,1,4,3,25,1,2,1,2,1,2,1
0,1,24,2,9,1167,1,3,4,2,1,2,2,33,3,2,1,3,1,1,1
0,2,36,4,2,10742,1,1,4,3,1,4,3,34,3,2,1,3,2,2,1
1,4,24,3,2,9420,1,5,3,3,1,3,4,61,3,3,2,4,1,2,1
1,1,10,2,6,1602,1,3,2,1,1,4,2,29,1,2,2,3,1,2,1
0,2,36,2,3,2630,5,3,4,3,1,4,4,44,3,2,1,4,1,2,1
1,2,12,4,0,1167,1,3,4,3,1,1,1,30,3,2,1,3,1,1,1
0,4,15,2,9,1374,1,1,4,3,1,1,4,35,3,2,1,3,1,2,1
1,2,24,4,3,7477,1,5,2,2,1,4,3,47,3,2,2,4,1,2,1
1,4,10,4,0,2037,5,5,3,3,1,3,3,35,3,1,1,3,1,1,1
0,1,24,4,6,6460,1,4,1,3,1,4,3,57,1,2,2,3,2,2,1
1,1,6,4,3,659,1,2,4,2,1,1,1,24,3,2,2,3,2,1,1
1,2,24,2,2,10099,5,3,2,2,1,3,3,24,3,2,1,3,1,2,1
1,4,12,2,5,957,5,2,4,2,1,2,3,25,3,2,1,2,2,1,1
1,4,6,4,0,1598,3,3,3,3,1,3,4,57,3,3,1,3,2,2,1
1,1,18,4,1,3211,1,5,1,2,1,4,3,24,3,2,2,3,1,1,1
1,2,30,2,3,2894,1,2,2,2,1,2,3,33,3,3,1,3,1,2,1
0,1,12,1,0,1412,1,3,2,3,3,2,4,35,3,3,1,3,1,1,1
1,4,12,4,3,7140,1,5,1,2,1,4,3,25,3,2,1,4,1,2,1
0,2,36,2,5,2759,5,5,4,3,1,4,2,28,3,1,1,3,1,1,1
0,1,15,3,0,2276,2,1,4,3,1,4,3,30,3,2,1,2,1,1,1
1,2,30,2,8,1935,1,3,4,2,1,2,3,36,2,2,2,3,1,2,1
0,4,18,2,0,1151,5,4,4,2,1,2,1,23,3,1,1,2,2,1,1
1,2,39,2,9,4786,1,5,4,3,1,4,1,46,3,2,1,3,1,2,1
1,4,60,4,3,3608,1,2,4,3,1,1,4,28,3,2,2,3,1,2,1
1,1,12,2,2,3995,1,4,3,3,1,1,1,55,2,2,1,3,1,2,1
1,4,6,3,0,1040,1,5,4,1,1,4,1,31,3,2,1,2,1,2,1
1,4,30,2,3,4306,1,3,3,3,2,4,1,21,3,2,1,2,1,1,1
1,4,6,4,0,959,1,1,1,3,1,1,1,26,3,1,1,2,1,1,1
1,4,48,4,3,12592,4,4,2,4,1,2,1,40,3,2,1,4,1,1,1
1,4,24,4,9,3398,4,5,2,2,1,4,2,40,3,2,1,3,2,2,1
0,2,24,2,6,4297,1,3,3,4,1,2,3,26,3,2,2,4,1,1,1
0,4,18,1,3,5809,2,2,2,4,1,2,1,25,2,2,1,3,2,2,1
1,4,24,2,3,1573,3,4,4,3,1,2,2,44,3,2,3,3,1,1,1
0,1,15,2,8,3148,1,4,2,2,1,4,4,41,3,2,1,3,1,2,1
1,1,60,3,3,14165,1,3,2,2,1,4,3,49,3,2,1,3,1,2,1
1,2,6,2,9,932,1,3,4,3,1,2,1,31,3,2,3,3,2,1,1
1,2,18,2,6,981,1,5,4,2,1,4,1,55,3,2,1,4,1,2,1
1,1,6,2,3,378,1,3,4,4,1,1,2,36,3,1,1,2,1,2,1
1,4,7,2,3,1125,5,3,4,3,1,1,1,25,3,2,1,3,1,1,1
1,4,6,2,3,587,1,3,2,2,1,4,3,49,3,2,2,2,1,1,1
0,1,6,2,0,457,1,5,4,2,1,3,1,34,3,2,1,3,2,1,1
1,4,18,2,3,1058,1,4,4,3,1,2,2,27,3,2,1,2,1,1,1
1,4,5,4,9,447,1,5,4,3,1,4,1,26,3,2,2,2,1,1,1
1,3,30,0,1,6143,2,3,1,3,1,2,2,23,3,2,1,2,1,1,1
1,4,30,3,9,2293,5,5,4,3,1,4,2,46,1,2,2,3,1,2,1
1,1,48,0,10,4242,1,4,2,4,3,2,4,24,1,3,1,3,1,1,1
1,1,24,2,1,2578,1,5,4,2,1,4,3,43,1,2,1,3,1,2,1
0,2,9,1,3,652,1,5,4,1,1,2,1,38,1,2,2,4,1,1,1
1,4,12,4,0,2132,1,5,1,3,1,4,3,33,3,2,2,4,1,1,1
1,1,15,3,2,1935,1,3,4,3,1,2,2,24,3,1,1,3,1,1,1
1,1,18,3,0,1835,1,1,1,2,1,4,1,23,3,1,2,3,1,1,1
1,1,12,2,5,1520,1,4,4,3,1,4,1,38,1,2,1,3,1,2,1
1,1,10,2,3,1357,1,5,4,2,1,4,2,43,1,1,2,3,1,1,1
0,1,48,2,10,6226,1,5,1,2,1,2,3,23,3,2,1,3,1,2,1
0,1,45,2,5,5874,1,2,4,2,2,4,2,28,3,2,2,3,2,2,1
1,1,6,2,0,624,5,3,1,4,1,3,1,46,3,1,2,2,1,1,1
0,1,9,2,6,652,1,3,3,4,1,4,3,23,3,2,1,2,1,1,1
1,2,6,2,3,588,4,3,4,3,1,2,3,32,1,2,1,3,2,1,1
1,4,48,4,6,5169,5,5,4,3,1,4,2,66,3,2,2,3,1,2,1
1,2,30,2,9,7080,1,5,4,4,1,2,4,21,1,1,1,4,1,1,1
1,3,18,3,0,3094,1,2,1,2,1,3,4,36,3,2,1,2,1,1,1
1,2,15,4,0,3059,1,2,4,3,3,2,3,31,3,2,1,1,1,1,1
1,4,12,4,2,1078,1,3,4,3,1,2,3,33,1,2,2,2,1,2,1
1,4,24,2,3,7493,1,3,1,3,1,1,1,20,3,1,1,3,1,2,2
0,4,48,4,6,7680,1,4,1,4,1,4,3,65,3,2,4,3,1,2,1
1,1,24,2,2,1341,5,4,4,3,1,2,3,25,3,2,1,3,1,2,1
1,2,10,2,3,8480,1,1,1,3,1,4,3,47,1,3,2,4,2,2,1
1,4,7,2,2,626,1,3,4,2,1,2,3,41,3,2,1,2,1,1,1
1,4,12,4,9,1402,1,4,4,3,2,1,3,67,3,2,2,3,1,2,1
1,4,24,2,3,2121,1,5,4,3,1,2,1,63,2,2,2,4,1,2,1
1,4,7,4,3,626,1,2,4,4,1,2,3,23,3,2,1,3,2,1,1
1,4,12,4,0,8712,1,4,2,2,1,2,3,32,3,2,1,3,2,2,1
0,3,12,4,0,926,1,3,3,2,1,2,1,31,3,2,1,3,1,1,1
0,1,15,2,0,6509,1,3,3,2,1,2,1,23,3,1,1,3,1,1,1
1,4,36,2,0,8941,2,3,4,3,1,4,4,31,3,3,1,3,1,1,1
0,1,39,2,1,2895,1,2,4,3,1,2,3,32,1,3,2,3,1,2,1
1,1,12,4,0,5108,1,2,2,3,1,2,3,38,3,3,1,4,1,1,1
1,1,6,4,1,1088,1,5,4,2,1,2,2,28,3,2,2,4,1,1,1
1,2,24,2,3,5151,1,4,2,4,1,2,3,44,3,2,1,4,1,2,1
1,3,9,2,2,3510,1,3,1,2,1,4,2,39,3,2,1,3,1,1,1
0,1,60,2,2,15920,1,4,1,3,3,4,3,41,1,2,2,3,1,2,1
1,1,24,2,5,2638,1,3,3,2,1,3,3,29,3,2,2,3,1,2,1
1,1,30,2,6,7048,3,2,1,2,1,1,2,40,3,2,1,3,1,1,1
0,1,36,4,6,6740,1,3,1,2,1,2,1,31,3,2,2,3,1,2,1
1,4,18,2,3,7633,5,3,2,3,1,3,3,29,3,2,1,2,1,1,1
0,1,18,2,6,1136,1,4,2,4,1,2,1,24,2,2,1,2,1,1,1
1,1,24,2,0,950,1,3,4,3,1,4,2,53,3,2,1,2,2,1,1
1,2,18,2,3,4792,1,2,1,3,3,1,2,24,3,2,1,3,1,2,1
1,1,12,2,1,2096,5,5,3,3,1,4,1,31,1,2,1,3,1,1,1
1,2,18,2,9,3304,1,5,4,2,1,4,3,48,3,2,1,4,1,2,1
1,1,36,2,9,5742,1,2,2,2,1,4,4,43,3,2,1,3,1,2,1
0,4,20,2,3,2994,1,5,1,2,1,2,3,36,3,2,2,3,1,1,1
0,1,36,2,0,10658,1,2,1,3,1,4,4,34,1,3,1,3,1,2,1
0,1,36,2,3,7232,1,5,2,3,3,4,1,49,3,2,1,2,2,2,1
0,3,12,2,0,2406,1,2,2,3,1,2,2,25,1,1,1,4,2,2,1
1,2,16,0,2,425,1,2,4,2,1,3,1,24,3,1,1,1,1,1,1
0,1,30,2,3,10973,1,5,1,3,1,4,3,38,3,2,1,3,1,2,1
1,1,12,4,0,6614,5,3,2,2,2,3,1,67,3,1,2,3,1,2,1
1,2,24,3,2,3811,1,3,3,4,1,3,1,22,3,2,1,3,1,1,1
1,1,18,2,3,2394,3,2,2,2,1,1,1,26,1,2,2,3,1,1,1
1,1,24,2,2,5800,1,3,4,3,3,3,1,34,3,2,1,3,1,2,1
1,4,24,4,3,4272,1,3,3,3,1,1,3,24,3,2,1,2,1,1,1
1,1,24,2,9,2517,1,3,3,1,1,2,2,61,1,2,1,2,1,1,1
1,2,36,3,3,3075,1,4,4,3,2,2,1,31,3,1,2,3,1,1,1
1,4,24,2,2,3171,4,5,4,2,1,4,3,33,3,2,2,3,1,1,1
1,4,48,0,0,9047,1,5,2,2,1,4,2,40,1,2,1,4,1,2,1
1,4,9,2,2,1413,5,1,1,3,1,4,1,38,3,2,2,2,1,1,1
1,4,6,4,4,2016,5,5,2,2,1,3,1,63,3,2,2,2,1,2,1
1,1,18,2,1,3171,1,1,2,3,1,1,3,19,1,2,1,3,1,1,1
0,1,36,2,6,7591,1,3,1,3,1,2,3,22,1,3,1,3,1,1,1
1,4,11,1,0,6399,5,3,1,3,1,2,2,31,3,2,1,3,1,1,1
0,4,18,2,0,3620,1,2,4,3,1,2,4,26,2,3,2,3,2,1,1
0,1,48,4,2,1501,5,3,4,2,1,4,3,20,3,1,1,3,1,2,1
1,4,12,4,0,1239,1,2,4,2,1,3,1,25,3,1,2,1,1,1,1
1,1,24,2,2,2135,1,3,1,2,1,1,3,28,3,2,1,3,1,1,1
1,4,12,2,0,861,1,1,2,2,1,4,2,21,3,2,1,2,1,1,1
1,4,24,4,2,7868,1,1,1,3,1,2,1,29,3,2,1,2,1,2,1
1,4,18,2,3,1300,1,4,4,3,1,4,1,31,3,1,2,4,2,1,1
0,2,24,4,0,1312,1,1,2,2,1,3,2,22,3,2,1,3,1,1,1
1,2,60,2,2,13937,5,2,4,1,1,4,3,44,2,3,2,3,1,1,1
1,2,39,3,0,3577,5,5,4,2,1,4,3,48,3,2,1,2,1,1,1
0,4,9,3,0,1231,1,4,4,3,1,2,4,59,3,2,2,3,1,1,1
1,4,42,2,3,3572,5,4,3,2,1,4,3,27,3,2,2,3,1,1,1
1,2,13,4,2,9022,4,3,2,3,1,2,1,55,3,2,1,3,1,2,1
1,4,36,4,9,2333,1,5,2,3,3,4,1,37,3,2,2,2,2,1,1
1,1,13,4,3,433,1,3,4,1,1,2,1,29,3,1,1,2,1,2,1
1,1,5,2,1,1199,1,1,1,3,3,1,1,32,3,2,1,3,1,2,2
0,1,24,2,3,2406,5,5,2,1,1,3,2,27,3,1,2,2,2,1,1
0,2,12,2,9,1314,1,4,3,3,1,3,1,44,1,2,1,3,1,1,1
1,4,15,4,2,1937,5,4,4,1,1,4,3,66,3,2,2,3,2,1,1
1,1,9,4,0,2698,5,3,2,3,3,2,2,55,3,2,1,4,1,1,1
1,4,6,2,3,2100,1,4,2,2,1,2,1,35,3,2,2,3,1,1,1
1,2,12,4,3,2966,1,5,3,1,1,4,2,27,3,1,2,4,1,2,1
1,1,12,2,5,634,5,5,4,1,1,4,2,33,3,2,1,3,1,1,1
1,4,24,0,10,7291,1,3,2,3,1,2,3,46,3,2,1,3,1,2,1
0,1,24,2,1,1944,5,3,3,3,2,4,3,26,3,2,2,3,2,2,1
0,2,24,2,3,2278,5,5,4,3,1,2,3,49,3,2,2,3,2,1,1
1,4,6,4,6,1048,1,5,4,4,1,4,3,53,1,2,2,4,1,2,1
1,3,12,4,0,2862,1,5,4,2,1,4,4,37,3,3,2,3,1,2,1
1,1,12,2,3,1453,2,4,4,2,1,2,1,28,3,2,1,3,1,1,1
1,4,12,4,0,753,1,3,4,3,1,4,3,49,3,2,2,3,1,1,1
1,1,70,2,10,14155,1,5,4,3,1,4,1,27,3,1,2,3,1,2,1
0,4,12,4,6,2709,1,3,1,2,1,1,3,52,1,2,3,3,1,1,1
1,2,18,4,0,1089,4,5,4,3,1,3,4,27,3,2,2,2,1,1,1
1,4,24,4,10,1930,1,2,1,2,1,1,1,24,3,2,2,3,1,1,1
1,4,36,2,3,3651,1,3,4,2,1,4,1,26,3,2,1,2,2,1,1
1,4,10,4,1,4288,1,3,3,2,1,2,4,52,3,2,2,3,1,2,1
1,1,12,4,0,1168,1,3,4,3,1,2,3,35,3,2,1,3,1,1,1
1,2,30,4,2,4230,1,4,2,3,1,4,4,57,3,2,2,4,1,2,1
1,3,36,4,2,2334,2,5,3,4,1,4,2,54,3,3,1,3,1,1,1
0,2,18,2,10,6445,2,5,2,1,1,2,2,27,3,1,1,2,1,1,1
1,2,12,2,2,6682,1,3,1,2,1,2,4,66,3,3,1,3,2,2,1
0,1,10,2,2,2780,1,3,3,3,1,3,3,54,3,2,1,3,1,1,1
1,4,36,0,1,2818,5,5,3,1,1,4,3,50,2,2,1,2,1,2,1
0,2,24,2,0,3407,1,5,3,2,1,2,3,48,1,2,2,2,2,1,1
1,3,24,3,3,12710,5,5,2,4,1,4,2,54,3,2,2,3,1,2,1
1,4,6,3,5,1137,1,4,4,2,1,1,3,26,3,2,1,2,1,1,1
1,1,12,2,1,3571,1,4,3,3,1,2,2,38,3,1,1,4,2,1,1
1,2,18,0,9,883,1,5,3,2,1,3,3,54,1,2,1,2,1,2,1
1,2,24,4,0,1156,2,5,4,3,1,4,4,28,3,2,1,3,1,2,1
0,2,18,1,1,3609,1,1,2,1,1,4,1,24,1,1,1,3,1,1,1
1,2,12,2,9,1353,5,4,2,3,1,2,1,40,2,2,1,3,1,1,1
0,2,15,2,3,6288,1,1,4,1,1,2,3,21,3,2,1,3,2,1,1
1,4,21,4,6,2141,1,2,2,2,1,2,3,42,3,2,1,3,1,1,2
1,1,24,2,2,7653,2,3,1,2,3,4,3,27,1,2,1,3,1,2,1
1,4,48,4,3,7086,4,3,3,4,1,4,3,46,3,2,3,3,1,2,1
1,4,15,2,1,2902,5,5,2,3,1,4,3,40,3,3,2,3,1,2,1
1,2,24,4,0,6596,1,3,1,3,3,1,2,27,3,2,1,3,1,1,1
1,4,36,4,1,2359,5,3,4,1,1,1,2,36,3,2,1,1,1,2,1
0,4,18,2,3,1743,1,2,3,3,1,3,2,33,3,1,1,3,1,1,1
1,4,10,2,0,3009,1,2,4,3,1,4,2,36,3,3,1,3,1,2,1
0,2,20,2,3,2569,5,4,2,2,1,4,1,38,3,1,1,4,1,2,1
1,4,36,2,0,3917,1,3,3,3,1,4,4,37,1,2,1,3,1,1,1
1,1,24,3,0,3658,5,3,4,3,1,4,2,23,3,2,1,3,1,1,1
1,1,30,2,2,12068,1,4,2,2,3,4,3,47,3,2,1,4,2,2,1
1,4,12,4,2,1041,2,5,3,4,1,2,1,30,3,2,2,3,1,1,1
1,4,36,4,0,7288,1,5,1,3,1,4,4,53,3,2,2,4,1,2,1
1,2,15,4,2,1216,1,3,4,1,1,2,2,29,3,1,1,4,1,1,1
1,2,15,4,0,1241,2,4,4,2,1,2,3,21,3,2,1,3,1,1,1
1,2,30,4,3,4732,1,2,1,3,1,4,4,54,3,2,2,3,2,2,1
1,2,24,2,3,7380,1,3,2,3,1,4,3,30,3,2,2,3,2,1,1
0,2,9,4,0,1000,1,4,4,4,1,3,3,33,3,2,1,3,1,1,1
0,2,10,4,3,1496,3,3,1,3,1,3,2,29,3,2,2,3,2,1,1
0,1,42,0,9,6427,3,1,1,3,1,4,2,31,3,2,1,4,1,2,1
1,4,48,4,6,7482,1,3,4,3,1,3,4,36,3,2,3,3,1,2,1
0,1,12,4,5,2098,1,5,4,2,1,2,1,48,3,1,2,4,1,2,1
1,3,21,0,3,5150,1,1,4,3,1,4,2,47,3,2,1,3,1,1,1
0,3,12,2,9,797,5,4,4,3,1,4,1,26,2,1,1,2,1,1,1
0,1,30,2,3,3610,1,2,2,3,1,1,3,28,3,2,2,3,1,1,1
0,4,24,2,3,10698,2,4,2,3,1,4,3,31,3,2,1,3,1,2,1
1,1,24,2,3,2673,1,5,3,3,1,4,2,34,3,2,2,3,1,1,1
0,2,30,2,0,3711,5,3,3,4,1,3,2,25,3,2,1,3,1,2,1
1,4,6,4,0,864,3,5,4,3,2,2,2,41,3,2,2,3,1,2,1
1,2,12,4,0,2314,1,5,1,2,2,2,2,37,3,1,1,2,1,2,1
1,2,36,4,3,3709,1,4,4,1,1,4,1,22,3,1,1,3,1,1,1
0,2,36,2,6,4795,1,3,4,3,3,1,2,20,3,2,1,4,1,1,1
1,4,4,2,1,1185,1,4,2,3,3,3,1,30,1,2,2,3,1,1,1
0,3,15,2,9,442,1,4,4,3,1,4,1,22,3,2,2,2,1,1,1
1,2,18,2,9,950,5,5,4,3,1,4,3,29,1,2,1,4,1,2,1
1,2,13,2,3,4678,1,4,4,3,1,4,4,37,3,3,1,3,2,1,2
1,4,15,2,3,1125,1,3,3,2,1,2,1,28,3,2,1,2,1,1,1
0,2,48,1,3,5210,1,3,4,3,1,3,3,37,3,2,2,3,1,1,1
1,1,12,4,2,1310,5,3,3,2,1,4,1,25,3,2,1,3,1,2,1
1,1,18,4,2,5800,2,4,4,3,1,4,4,30,3,2,1,4,1,2,1
1,4,21,2,2,1919,1,4,4,2,1,1,1,40,3,2,1,3,1,1,1
1,2,18,3,3,2444,3,5,4,3,1,3,2,40,3,2,2,3,1,1,1
1,2,39,1,3,3663,3,3,3,2,1,2,3,26,3,2,1,3,1,1,1
0,4,37,4,9,3967,1,3,2,1,1,3,2,36,3,2,2,2,2,2,1
1,1,30,4,2,6759,1,4,1,3,1,4,2,42,1,1,1,2,2,1,1
1,2,6,2,9,3049,1,3,2,2,1,3,1,32,3,1,1,3,1,2,1
1,1,42,2,3,5832,4,2,1,2,1,3,4,42,1,2,2,3,1,1,1
1,2,9,4,0,624,3,3,3,3,1,2,3,32,1,2,2,2,1,1,1
