Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment per cent,Sex...Marital.Status,Guarantors,Duration in Current address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
0,2,36,1,2,4246,2,3,4,2,1,3,3,20,3,2,1,3,1,1,1
0,2,24,2,4,2532,3,4,4,2,1,3,4,25,3,2,2,4,1,1,1
0,2,30,4,0,2505,2,5,4,3,1,4,3,48,3,2,1,4,2,1,1
0,4,10,2,3,2507,5,2,2,2,1,3,4,36,3,2,1,3,1,1,1
1,1,24,2,2,4757,1,3,4,2,1,2,3,44,3,2,1,3,1,2,1
0,1,12,2,3,1324,1,1,4,3,1,1,2,25,3,1,1,3,1,1,1
1,2,12,4,3,2886,1,3,4,2,2,4,4,66,1,3,1,4,2,1,1
1,2,24,4,2,4043,5,5,2,2,1,4,1,35,3,2,2,4,1,2,1
1,4,18,4,0,1275,5,3,4,4,1,2,1,46,3,2,3,3,2,2,1
0,1,18,2,3,1510,5,3,2,4,1,1,4,27,3,3,2,2,1,1,1
1,4,21,4,2,3123,1,5,2,3,1,2,2,24,3,2,1,3,1,2,1
0,4,48,2,2,3349,1,4,4,3,1,4,3,23,3,1,2,3,1,1,1
1,4,18,2,0,15653,5,3,4,3,1,4,2,57,3,1,1,4,1,1,1
0,2,18,0,3,1126,1,2,3,3,1,4,3,25,3,1,1,2,1,1,1
1,2,6,1,0,625,1,3,4,3,1,4,4,38,3,2,1,3,1,1,1
1,1,24,2,0,4816,2,4,2,2,3,2,3,33,3,2,1,3,1,2,1
1,4,12,4,1,1444,1,3,2,3,1,4,3,24,3,2,2,3,1,2,1
1,4,36,2,10,8485,5,5,2,3,1,4,2,49,3,1,2,3,1,2,1
1,4,48,4,6,3592,1,3,4,2,1,4,2,26,3,1,2,2,1,1,1
1,2,18,3,3,4753,3,3,4,3,1,3,1,39,3,2,2,3,1,2,1
0,2,18,1,1,2350,3,3,4,4,1,4,1,23,1,2,1,3,1,1,1
0,1,15,2,3,1935,1,3,4,3,1,2,1,20,3,1,2,1,1,1,1
1,4,9,2,0,857,5,3,2,2,1,4,1,39,3,3,1,2,2,1,1
1,4,60,4,9,2116,1,5,4,3,1,4,2,46,3,2,1,3,2,1,1
1,4,12,4,2,904,5,2,4,3,2,2,2,38,3,2,1,3,1,1,1
1,1,18,4,2,1961,5,2,4,3,3,4,1,33,2,1,3,3,2,2,1
0,1,15,2,3,1168,1,3,4,3,1,2,1,31,3,2,2,3,1,1,1
1,4,24,2,2,5154,1,4,1,3,1,4,4,39,3,2,2,4,2,2,1
0,1,36,4,3,1978,5,5,4,2,1,3,4,36,1,3,2,3,1,2,1
1,2,6,4,2,684,1,2,4,4,1,2,3,54,3,3,2,2,1,1,1
0,4,24,2,6,1995,5,3,4,2,1,3,3,28,3,2,1,3,1,2,1
1,3,7,4,0,868,1,3,4,3,1,2,1,23,3,1,2,3,2,1,1
1,4,6,2,3,1939,1,2,1,3,1,4,4,31,3,2,1,3,1,1,1
0,2,30,0,9,9059,1,4,1,3,1,4,3,28,1,2,1,2,2,1,1
0,1,18,2,10,2745,1,2,2,3,1,4,3,30,3,2,1,3,1,2,1
0,1,24,2,9,929,1,4,4,2,1,2,4,48,1,3,1,3,1,1,1
1,4,12,2,1,1187,4,3,2,2,1,4,3,33,2,1,1,2,2,1,1
0,2,36,1,0,4907,1,3,4,2,1,4,3,61,1,2,1,3,1,2,1
1,3,48,3,0,12409,1,3,1,2,1,4,2,32,3,2,2,3,2,1,1
1,2,36,2,2,3853,5,5,4,3,1,4,4,41,3,3,1,4,1,2,1
1,1,6,2,3,717,1,2,4,2,1,2,1,35,3,2,1,3,1,1,2
1,2,21,4,2,2994,1,3,4,3,1,1,1,32,3,2,2,4,1,2,1
1,2,24,2,3,3446,4,2,4,2,1,3,1,53,3,1,1,3,1,1,1
0,1,24,4,3,9262,1,4,4,1,1,2,3,42,3,2,2,3,1,1,1
0,4,15,2,2,4371,1,2,1,3,1,2,2,38,3,2,1,3,1,1,1
1,2,30,3,3,8991,1,3,2,2,3,3,3,61,3,2,2,2,1,2,2
1,4,6,3,9,311,1,3,4,3,1,2,1,29,3,2,3,3,1,1,1
1,4,20,4,0,2398,1,4,2,2,1,3,3,46,3,2,2,2,1,2,1
1,4,12,4,3,2265,4,2,4,4,1,4,3,31,3,2,2,3,1,2,1
0,2,36,2,2,1442,1,3,4,3,1,4,2,27,3,2,2,3,1,1,1
1,4,12,4,2,2358,5,2,3,3,1,2,3,43,3,2,1,3,1,1,1
1,1,24,4,2,1656,1,5,4,3,1,4,2,36,3,2,2,3,1,1,1
1,4,24,2,3,1751,2,4,3,3,1,2,1,63,3,1,1,2,1,1,1
1,2,24,2,3,6195,1,5,2,3,1,4,1,23,3,1,1,2,2,1,1
1,1,9,0,0,673,1,4,4,1,1,2,3,22,3,1,1,2,2,1,1
1,2,12,2,3,1237,5,1,2,3,1,4,3,50,3,2,1,3,2,1,1
0,4,18,2,3,1761,1,5,2,3,1,2,1,21,3,1,1,2,1,1,1
1,4,6,2,9,1288,1,4,3,2,1,2,3,42,1,2,1,2,1,1,1
1,2,12,4,0,1460,5,3,4,2,1,3,2,50,3,2,4,3,1,2,1
0,1,48,2,0,9261,2,2,4,3,3,2,1,25,3,2,1,3,1,1,1
1,2,12,2,3,1236,3,5,2,3,2,4,1,43,3,2,1,3,1,2,1
1,2,24,2,2,1357,3,2,4,3,1,3,2,25,3,2,1,3,1,2,1
1,1,12,2,1,3604,1,1,4,3,1,4,2,28,3,2,1,3,1,1,1
1,4,18,2,0,1474,3,3,4,3,1,4,3,30,3,2,1,4,2,1,1
0,4,36,3,3,4467,5,3,4,3,1,1,3,31,1,2,1,3,2,1,1
1,1,18,2,2,8066,1,2,2,2,3,3,3,25,2,2,1,3,2,2,1
1,2,18,2,0,1468,1,2,4,2,1,3,2,23,3,2,1,2,1,1,1
1,4,12,4,9,5717,5,5,4,3,1,4,4,46,3,2,2,3,1,1,1
1,4,7,0,3,1102,5,2,2,2,1,3,3,32,3,2,1,2,1,1,1
0,4,24,2,6,4336,5,2,2,2,1,2,4,35,3,2,1,3,1,2,1
1,1,9,2,3,1554,1,5,1,3,1,2,4,36,3,2,1,4,1,1,1
1,4,12,1,4,1200,5,4,1,2,1,1,2,25,3,2,1,3,1,1,1
1,4,15,4,3,3785,1,3,1,4,1,1,1,30,3,2,1,2,1,1,1
1,4,9,2,3,1262,2,2,4,2,1,4,2,27,3,1,2,3,1,2,1
0,1,6,4,9,1068,1,1,1,2,1,2,1,22,3,1,2,2,1,1,1
1,2,18,2,2,3505,1,4,4,3,2,4,3,29,3,2,1,4,2,1,1
1,2,60,4,3,6554,3,5,4,1,1,4,3,47,3,2,1,4,1,2,1
1,4,9,4,0,1374,1,3,2,3,3,4,2,23,3,2,1,2,1,1,1
1,1,9,4,0,1295,1,3,2,3,1,4,1,37,3,2,2,3,1,1,1
0,2,9,4,1,1137,1,5,2,2,1,4,2,61,3,2,2,2,1,1,1
1,4,24,3,3,12557,4,2,2,3,1,2,4,46,3,3,1,3,1,2,1
1,4,15,2,3,1216,5,4,4,2,1,2,3,64,3,2,1,3,1,2,1
0,2,17,2,9,1552,3,2,4,3,1,1,3,25,3,3,1,3,1,1,1
1,4,27,2,3,8081,1,3,3,2,1,4,3,58,3,2,2,2,1,1,1
1,2,12,1,1,1402,3,3,1,3,1,4,3,62,3,2,1,3,1,2,1
1,2,18,2,2,4600,5,3,2,3,1,1,3,46,3,2,1,3,2,1,1
1,4,13,4,0,1922,5,3,4,3,1,4,2,42,1,3,2,3,2,2,1
1,4,28,4,1,6200,1,3,4,3,1,1,3,22,3,1,2,4,1,1,1
1,2,24,2,1,2264,5,5,4,2,2,4,4,44,3,2,1,3,1,2,1
1,2,9,1,1,1417,1,1,1,3,3,2,1,30,3,2,1,2,1,2,1
1,4,24,4,3,3447,1,3,3,3,3,3,2,27,3,2,1,3,1,1,1
1,1,36,2,3,2744,1,3,1,3,1,1,3,22,3,2,1,2,1,1,1
1,2,12,4,1,699,2,5,4,2,1,2,1,34,3,1,1,2,1,2,1
0,2,12,3,0,1410,1,4,4,2,1,4,1,31,3,2,2,2,1,1,1
1,2,6,4,9,1275,3,3,3,3,1,3,2,46,3,2,2,3,1,1,1
1,1,27,2,6,4561,3,3,4,2,1,3,3,46,3,3,1,4,1,2,1
0,1,6,4,2,10476,1,1,1,2,1,3,4,33,3,3,2,4,1,2,1
1,2,12,4,3,2221,1,4,1,2,1,4,1,35,3,2,2,2,1,1,1
1,1,10,1,2,1086,3,3,2,4,1,4,2,23,1,1,1,2,1,2,1
1,1,36,4,3,2711,1,3,4,4,1,3,2,30,3,2,2,3,1,2,1
1,2,18,1,0,1267,1,5,4,2,2,2,3,37,3,2,1,3,2,1,1
0,1,24,2,2,3867,2,4,3,2,1,2,3,29,1,2,1,3,1,1,1
1,4,6,3,6,907,2,4,4,3,1,4,2,26,3,2,1,2,1,1,1
0,2,30,3,3,8450,4,2,2,3,1,1,1,23,3,2,1,3,1,1,1
1,1,12,2,3,785,5,4,3,2,1,4,4,58,3,3,2,3,1,2,1
1,2,24,2,2,3112,5,3,3,4,1,2,4,39,1,3,1,1,2,1,1
0,1,36,4,10,1472,5,3,4,4,2,4,2,21,3,1,1,3,1,1,1
1,4,24,4,3,764,1,4,4,3,1,2,1,32,3,2,1,3,1,2,1
1,4,12,4,3,2213,5,3,4,4,1,4,4,47,1,2,1,4,1,2,1
1,4,11,3,6,6701,1,2,2,2,1,1,4,33,3,2,3,4,1,2,1
1,2,30,2,8,2302,5,4,4,2,1,4,3,57,3,2,1,3,1,1,1
0,2,12,2,0,3655,3,5,1,2,1,2,3,27,3,2,2,3,1,1,1
1,4,12,2,5,1454,5,5,4,2,1,3,3,35,3,2,2,3,1,1,1
0,2,68,1,2,8357,3,3,4,2,1,4,4,24,1,2,1,3,1,1,1
1,3,15,2,6,2709,1,4,2,3,1,4,2,33,3,2,1,3,1,1,1
1,4,9,4,3,639,1,5,2,2,1,4,3,27,3,2,2,1,2,1,1
1,1,24,4,0,1207,1,5,4,3,1,4,4,29,3,2,1,2,1,1,1
0,3,4,2,3,931,2,3,2,2,1,4,1,42,3,1,1,2,1,1,1
0,1,36,2,2,1436,2,3,4,4,1,3,2,25,3,2,1,2,1,1,1
0,1,30,2,3,2834,1,3,1,2,1,4,4,45,3,2,1,2,1,2,1
1,2,12,2,3,2170,1,3,4,3,3,1,1,35,2,2,1,4,1,2,2
1,3,27,2,1,2684,1,2,4,3,1,2,2,30,3,2,2,3,1,1,1
1,4,60,2,3,7766,2,2,2,2,1,3,4,34,1,2,1,3,1,1,1
1,1,24,2,9,4238,1,5,4,3,1,1,3,43,1,3,1,3,2,1,1
1,4,11,3,3,1047,5,5,4,3,1,2,2,35,1,2,1,2,2,1,1
1,2,8,4,8,1464,3,5,4,3,1,4,2,24,3,1,1,3,1,1,1
1,4,15,2,1,744,1,4,4,2,1,4,3,40,3,2,1,3,1,1,1
1,4,24,4,1,1343,2,4,4,3,1,4,2,39,3,2,2,2,1,2,1
1,1,24,2,0,1909,5,4,1,2,1,4,1,47,3,2,1,2,1,1,1
1,2,24,4,3,2241,1,5,4,3,1,4,2,42,1,3,2,3,1,1,1
1,1,21,2,6,4806,2,3,1,3,1,4,3,35,3,3,1,2,1,1,1
1,1,15,2,3,2078,1,1,4,3,1,4,4,36,3,3,1,3,1,2,1
1,4,12,2,3,2832,5,4,2,2,1,2,2,25,3,2,1,3,1,2,1
0,1,36,2,2,3383,1,2,4,2,1,4,4,49,3,2,2,2,1,2,1
0,1,18,4,3,1437,5,2,4,3,1,2,1,22,3,2,2,3,1,1,1
1,4,12,3,1,2983,1,5,1,3,1,4,3,31,3,2,2,2,1,1,1
0,2,15,2,2,1899,5,2,4,2,1,3,3,60,3,2,1,3,1,2,1
0,3,33,2,0,5952,1,4,4,3,1,1,3,63,3,2,2,4,1,1,1
1,4,18,3,6,2718,5,5,3,3,1,4,3,51,3,2,2,2,1,1,1
1,1,12,2,2,1631,1,3,1,3,1,3,2,28,3,2,1,3,1,1,1
1,2,12,2,0,338,1,4,4,3,1,2,1,22,3,1,1,1,1,1,1
1,4,6,4,1,847,1,3,4,3,1,2,1,40,3,2,1,3,1,2,1
1,3,18,4,0,2458,5,4,4,2,1,4,1,35,3,1,2,3,1,1,1
1,1,18,4,3,3572,1,2,1,3,1,1,1,24,3,1,2,3,2,2,1
1,1,14,2,10,6261,1,1,1,2,1,4,4,50,3,3,1,3,2,1,1
1,3,24,2,3,5271,1,3,1,3,1,1,3,66,1,2,2,2,1,2,1
1,4,24,2,3,3766,1,1,4,4,1,1,1,33,3,2,4,3,1,1,1
1,1,9,4,1,3582,1,2,1,2,1,3,1,28,3,1,2,2,1,1,1
1,4,11,2,3,935,1,5,4,3,1,4,2,47,3,2,1,3,1,1,1
0,1,9,4,0,2982,2,4,2,3,2,4,3,32,3,2,1,3,1,1,1
1,1,10,1,1,1546,1,2,1,3,1,1,1,20,3,1,1,2,1,1,1
1,4,12,4,1,587,1,5,4,3,1,4,3,36,3,2,1,3,1,1,1
0,2,24,2,3,1322,1,4,4,1,2,4,3,32,3,2,2,3,1,1,1
1,4,6,2,0,2495,1,2,3,3,1,4,3,36,3,2,1,4,1,2,1
1,4,18,2,3,1374,4,3,4,2,1,3,2,26,3,1,1,3,1,1,1
1,1,6,3,0,718,1,1,3,3,1,1,1,22,3,1,1,3,1,1,1
1,1,10,2,3,2122,1,3,1,2,1,4,1,38,3,2,2,2,1,1,1
1,4,6,2,6,1450,3,5,4,2,1,2,3,35,3,2,1,3,1,1,1
1,2,36,4,2,2482,2,3,4,2,3,4,1,33,3,2,1,3,1,1,1
1,1,12,1,0,1287,2,3,4,3,1,2,1,35,3,2,1,2,1,1,2
1,4,12,2,6,667,1,1,4,3,1,2,3,22,3,2,1,3,1,2,1
1,4,24,4,2,6221,5,2,2,3,1,2,2,47,3,1,2,3,1,1,1
1,4,15,4,6,2074,1,2,3,2,1,4,1,30,3,2,1,2,1,1,1
0,4,36,4,9,6831,1,5,2,3,1,1,1,23,3,2,2,4,2,2,1
1,4,24,4,1,1567,5,5,1,3,1,3,2,27,3,1,2,3,1,1,1
1,1,9,3,3,332,5,1,4,4,1,4,1,25,3,2,2,3,1,1,1
1,4,12,2,5,1170,1,2,4,3,1,2,1,27,3,1,1,2,1,2,1
1,3,24,2,3,3344,1,2,4,1,1,1,1,34,3,1,1,3,1,2,1
0,2,27,2,9,5948,1,3,2,2,1,4,4,38,3,3,1,2,1,2,1
1,2,18,2,2,1994,2,2,2,3,1,2,3,57,3,3,1,3,1,2,1
1,4,24,2,3,4280,2,4,2,3,1,2,1,26,3,2,1,3,1,2,1
1,2,12,2,3,2145,1,3,2,3,1,2,2,33,3,2,1,3,1,1,1
1,2,9,2,1,1207,1,2,3,2,1,1,1,26,3,2,1,3,1,1,1
1,1,48,3,0,7863,5,2,2,3,1,4,3,38,3,2,2,3,1,1,1
1,2,6,2,4,1143,1,2,3,2,1,3,1,22,3,2,1,2,2,1,1
1,1,24,2,9,1592,1,1,3,2,1,3,2,23,3,1,1,2,1,1,1
0,2,36,4,1,14523,1,2,4,3,1,3,4,51,3,3,1,3,1,2,1
0,1,42,2,2,11449,4,3,4,2,1,3,3,29,3,2,1,4,1,1,1
0,1,24,2,0,1557,5,3,4,3,1,4,4,30,3,2,1,2,1,2,1
0,2,4,3,9,636,1,3,4,3,1,4,2,42,1,1,2,3,1,1,1
1,4,24,4,3,5150,5,5,2,2,1,4,4,38,3,3,2,2,1,1,1
1,4,15,4,6,2390,1,4,3,2,1,1,2,43,3,2,2,3,1,1,2
1,4,21,0,5,3015,1,2,3,3,1,4,4,21,3,2,1,3,1,2,1
0,1,24,2,0,4598,1,5,2,3,1,4,3,34,3,2,2,3,1,1,1
0,4,10,4,6,659,2,5,4,2,1,1,1,48,3,2,2,2,1,2,1
0,2,21,2,0,3834,1,5,4,4,1,4,2,37,3,2,1,3,2,1,1
1,3,24,2,3,3856,5,3,1,3,1,1,2,25,3,2,1,3,2,2,1
1,4,7,1,9,705,5,4,4,2,1,1,1,31,3,2,1,3,1,1,1
1,4,24,0,3,708,1,3,4,2,1,2,2,24,3,2,1,3,1,1,1
1,3,6,2,1,469,5,2,4,3,1,2,1,37,3,2,1,2,1,1,1
1,4,24,3,2,6587,5,4,4,3,1,2,3,30,3,2,1,4,1,2,1
1,2,9,2,3,2617,5,3,2,3,1,1,2,66,3,2,2,3,2,1,1
1,1,10,2,2,1828,2,3,1,3,1,1,2,30,2,2,1,3,1,1,1
1,2,12,4,3,3915,2,2,2,2,1,2,1,27,3,1,1,2,1,1,1
1,2,10,2,2,2063,3,2,2,3,1,2,3,29,1,2,2,3,1,1,1
0,4,18,2,0,3182,1,1,3,2,1,2,1,20,3,1,1,3,1,1,1
0,1,36,4,1,1818,1,5,4,2,1,3,3,44,3,2,1,4,1,2,1
1,4,24,2,3,4327,4,4,2,2,1,4,2,27,3,2,1,3,1,2,1
1,2,6,2,3,749,2,3,1,3,1,2,2,34,3,3,2,2,1,2,1
1,4,18,3,2,1538,5,5,4,3,1,4,3,28,3,2,2,3,2,2,1
1,1,9,2,2,3017,1,3,2,3,3,4,3,34,3,2,1,3,1,1,1
1,3,18,4,3,3965,2,5,2,3,1,1,4,43,3,2,1,3,1,1,1
1,4,30,2,0,3427,5,4,4,3,1,4,3,36,1,2,2,3,1,2,1
1,4,20,4,10,4573,1,3,2,4,1,2,1,36,3,1,1,3,1,2,1
0,1,20,1,5,1591,1,1,4,3,1,1,1,21,1,1,1,3,1,2,1
1,4,12,2,0,1553,1,5,4,2,1,4,2,35,3,2,1,3,1,1,1
0,4,24,2,3,2828,1,2,4,1,1,4,2,29,1,2,1,3,1,2,1
0,2,24,2,0,1963,1,5,1,3,1,4,3,63,3,2,2,3,2,1,1
1,3,6,2,3,657,5,3,4,2,1,3,2,45,3,1,1,1,1,1,1
1,4,12,2,3,4776,3,2,2,1,1,4,1,49,3,2,1,4,1,2,1
0,4,42,2,3,5509,1,3,2,2,3,1,1,27,3,2,1,3,1,1,1
1,1,27,2,2,3148,5,5,4,3,1,2,1,44,3,1,1,3,1,2,1
1,4,9,2,2,759,1,2,2,3,1,2,1,25,3,2,1,1,1,1,1
1,1,27,4,0,3594,1,4,3,4,1,2,1,36,3,2,2,3,2,1,1
1,2,8,4,0,397,1,4,4,4,1,3,3,37,1,2,1,3,1,1,1
1,4,10,4,2,1346,1,2,1,3,1,2,1,23,3,1,1,2,2,1,2
1,4,24,3,3,1386,1,5,3,3,1,4,1,30,3,2,2,3,2,1,1
1,2,24,2,5,2385,1,3,2,2,1,4,4,47,1,2,2,2,1,1,1
1,2,48,2,3,12608,5,1,1,2,1,1,2,47,1,2,2,3,1,1,1
0,3,30,3,0,1581,1,3,4,3,1,2,3,28,2,2,1,3,1,1,1
1,2,12,3,3,1418,1,4,1,3,1,3,1,45,1,2,2,2,1,1,1
1,4,48,2,0,17025,3,5,2,3,1,3,3,68,3,2,2,4,2,2,1
0,2,36,4,9,5507,1,3,3,3,1,4,1,27,1,1,2,3,1,2,1
1,4,12,4,3,683,1,3,4,4,1,1,1,20,3,1,2,3,1,1,1
0,2,24,0,8,2203,2,1,2,3,1,2,1,25,2,1,1,3,1,1,1
1,1,36,4,9,1665,2,4,2,2,2,2,1,23,3,1,1,3,1,2,1
1,1,24,2,3,3433,1,4,3,3,1,3,1,31,3,1,1,3,1,2,1
1,4,9,2,3,1775,1,2,2,3,1,3,4,26,3,2,2,3,2,2,1
1,4,9,4,0,1616,1,1,4,2,1,4,1,27,1,2,2,1,1,1,1
0,2,18,2,9,7205,1,3,2,1,1,3,1,26,3,1,1,3,1,1,1
0,2,12,2,6,958,1,3,4,3,1,4,1,27,3,1,1,3,1,1,1
1,4,24,4,1,886,5,5,4,2,1,4,1,37,3,2,2,2,2,1,1
1,2,6,2,3,717,1,4,2,3,1,3,3,47,3,2,2,2,2,1,1
1,4,36,0,9,1738,4,4,4,3,1,2,4,39,3,2,1,2,1,1,1
0,2,36,0,2,12985,1,2,4,3,1,1,1,26,3,2,1,3,1,1,1
0,1,60,0,2,2284,1,3,4,3,1,4,4,21,3,3,1,2,1,1,1
1,4,6,2,9,5068,1,3,2,3,1,3,3,20,3,2,1,4,1,1,1
1,3,21,2,0,1166,1,4,4,3,1,4,3,26,3,2,1,2,1,1,1
0,4,20,2,3,2718,4,3,2,3,1,4,1,28,3,1,1,2,1,1,1
1,4,6,2,1,1237,1,2,3,2,1,2,2,51,3,2,1,4,1,1,1
1,2,24,2,3,3602,5,3,2,1,1,3,4,33,3,2,2,3,1,1,1
1,1,18,2,2,525,1,5,4,2,1,3,2,57,2,2,1,3,1,1,1
0,1,17,2,3,1413,1,2,3,3,1,4,3,26,1,2,1,1,1,1,1
1,4,9,2,0,1412,1,2,2,3,1,4,3,37,3,2,2,3,2,2,1
0,4,18,4,3,4281,1,3,4,3,1,4,4,65,2,3,2,3,1,2,1
0,2,24,2,9,7985,1,5,3,2,1,3,4,61,3,2,1,3,1,2,1
1,4,15,3,3,2383,1,5,4,1,1,4,3,63,3,3,1,3,1,1,1
1,1,12,2,2,3158,2,4,3,2,1,4,3,47,3,2,1,3,1,1,1
1,2,18,0,3,3321,1,4,4,4,3,4,3,26,2,2,1,2,1,1,1
0,2,24,2,2,4944,5,3,4,3,1,4,3,41,1,2,2,3,1,2,1
1,4,15,2,3,2322,1,5,3,4,1,4,3,46,3,2,1,3,1,1,1
1,3,21,4,4,3387,1,3,1,3,1,2,2,24,3,2,2,3,1,1,1
1,4,6,4,3,387,1,3,4,3,1,2,1,42,3,2,1,1,1,1,1
1,4,24,3,2,1317,5,5,4,2,1,4,1,36,3,1,2,3,2,1,1
1,2,6,2,0,1476,1,1,2,2,1,2,3,23,3,2,1,3,1,1,1
1,2,15,3,0,3777,2,2,2,3,1,2,3,26,3,1,1,3,2,2,1
1,3,12,2,2,3559,1,2,2,4,1,3,2,30,3,2,1,2,1,1,1
1,2,12,2,1,1102,1,3,4,2,1,4,2,26,3,1,1,3,1,1,1
1,4,15,2,3,2136,5,3,4,3,1,4,3,24,3,2,1,3,1,2,1
1,1,15,4,0,900,4,3,4,1,1,1,1,20,3,1,2,3,1,1,1
0,1,30,2,3,6529,1,1,3,2,1,4,2,32,3,1,1,4,1,2,1
1,2,12,0,1,1740,5,3,4,3,1,4,2,31,3,2,1,3,1,2,1
0,1,48,3,0,6344,5,3,3,2,1,4,3,24,3,2,1,4,1,2,1
1,2,48,2,3,3510,5,1,3,3,1,2,3,23,3,3,1,3,1,2,1
0,2,12,2,3,1275,1,3,1,1,1,2,1,26,3,2,1,3,1,1,1
1,1,18,3,1,4449,1,2,1,3,1,2,4,26,1,2,1,3,1,1,1
1,4,18,2,9,4683,5,5,2,2,1,4,4,27,3,2,1,3,1,2,1
0,4,12,4,2,1544,1,4,4,3,1,3,1,33,3,1,1,3,1,1,1
1,2,36,2,3,9753,5,5,3,2,1,2,2,57,3,2,2,3,1,2,1
1,4,48,4,8,5178,5,5,4,2,2,4,1,43,3,2,2,4,1,2,1
1,4,24,4,2,1939,2,5,4,3,2,4,2,33,3,2,2,2,1,2,1
1,3,30,2,3,2874,1,5,4,3,1,4,1,36,3,2,1,3,1,2,1
1,4,18,2,3,5802,4,2,1,3,1,4,2,31,3,1,2,4,1,2,1
0,2,10,3,0,1216,2,5,4,2,1,4,4,34,3,2,1,4,1,2,1
1,4,36,4,3,3972,1,1,2,2,3,4,1,26,3,1,2,3,1,1,1
1,4,36,4,3,8208,1,5,4,2,1,4,3,37,3,2,1,3,1,2,1
1,2,12,2,8,1430,3,3,3,3,2,2,3,30,3,2,1,2,1,1,1
0,4,21,4,3,1885,1,1,2,3,1,2,2,27,3,2,3,2,1,1,1
1,1,24,2,3,4467,2,3,1,3,1,2,1,26,3,2,1,3,1,2,1
0,2,15,4,0,2909,1,2,1,1,1,4,1,36,3,2,1,3,1,2,1
0,1,12,2,0,932,1,2,3,4,1,2,1,39,3,2,2,2,1,1,1
1,2,33,2,2,4747,4,2,4,2,1,3,4,42,1,3,1,3,1,1,1
1,1,6,2,1,3418,1,3,2,1,1,1,3,42,3,2,1,3,1,1,1
1,4,30,3,2,4597,5,5,2,4,1,4,2,38,3,3,4,3,1,1,1
1,2,18,2,0,672,5,5,4,3,1,4,1,32,3,2,1,2,1,2,1
1,2,21,4,0,3804,5,5,2,3,1,3,2,48,3,2,2,3,1,2,1
1,4,24,2,9,2700,1,5,4,3,1,2,1,26,3,2,1,2,1,1,1
0,4,36,0,0,4526,1,4,4,2,1,4,3,39,3,2,1,3,1,2,1
1,4,9,2,3,717,1,5,4,3,1,2,1,38,3,2,1,2,1,1,1
1,4,12,2,6,3841,5,5,3,3,1,3,3,33,1,2,1,3,1,2,1
1,4,36,4,3,7795,1,5,2,1,1,2,3,25,3,2,2,3,1,1,1
1,1,24,1,2,2133,1,4,3,2,1,1,1,35,3,2,1,3,2,1,1
1,1,8,4,0,2239,1,1,4,4,1,1,2,47,3,2,2,4,1,1,1
1,2,12,2,0,1275,5,5,2,3,1,3,3,24,3,2,1,3,2,1,1
0,4,36,2,2,7240,5,2,2,4,1,3,1,26,1,2,1,3,1,1,2
0,2,12,2,3,1300,1,2,4,3,1,2,3,66,1,3,2,3,1,2,1
1,1,18,2,3,1258,5,2,4,2,1,3,3,24,3,2,1,2,1,1,1
1,4,30,2,2,3016,5,5,2,2,1,4,3,38,3,2,2,3,1,1,1
0,1,48,4,1,15895,1,4,1,3,1,2,1,22,1,2,2,3,1,1,1
1,1,24,2,3,2665,1,3,2,3,1,4,3,24,3,2,1,3,1,1,1
1,1,18,2,2,1154,1,3,4,1,1,3,1,23,3,2,2,3,1,1,1
1,2,6,4,3,1412,1,2,4,3,1,2,1,28,3,1,3,3,1,1,1
0,2,10,2,3,1204,1,3,3,4,1,2,2,28,3,2,1,2,1,1,1
1,2,30,4,9,1255,1,4,4,3,1,4,3,35,3,2,1,2,2,1,1
1,1,13,2,6,2925,2,4,1,4,1,2,2,29,1,2,1,3,2,2,1
1,4,24,2,0,15395,5,5,1,3,1,4,4,27,3,2,1,2,2,2,1
1,1,24,2,2,2574,1,5,4,3,1,2,4,58,3,3,1,3,2,1,1
1,1,12,2,3,1907,3,5,4,3,1,4,1,48,3,3,1,2,1,1,1
1,4,18,3,1,1099,1,3,4,2,1,2,2,35,3,1,1,2,1,2,1
0,4,12,2,0,1382,5,5,4,3,1,2,1,24,3,2,1,3,1,1,1
1,1,36,2,2,3160,5,2,4,3,1,2,3,50,1,3,3,3,1,2,1
1,2,18,2,6,2039,1,3,4,2,1,4,4,36,3,3,1,2,2,1,1
0,3,15,4,2,609,1,5,4,3,1,4,3,40,1,2,2,2,2,1,1
1,4,9,4,3,1649,1,5,2,4,3,2,2,28,3,2,2,3,1,1,1
0,1,12,3,3,2442,3,5,3,3,1,4,3,53,3,3,2,2,1,1,1
0,1,36,2,3,1935,1,3,4,3,1,4,1,23,3,2,2,3,1,1,1
1,2,12,3,0,2149,1,5,4,3,1,4,4,27,3,3,2,3,1,1,1
1,1,12,2,2,1849,4,5,2,3,1,4,1,65,3,1,1,3,2,2,1
0,4,36,4,5,4592,1,2,2,2,1,2,1,24,3,2,2,3,1,2,1
1,4,12,4,0,3234,1,4,3,3,1,2,3,44,3,2,2,3,1,2,1
0,4,24,2,3,10318,2,2,2,2,1,2,3,46,3,2,1,4,1,2,1
1,2,6,4,1,1096,2,4,2,1,1,4,2,38,3,2,2,1,1,1,1
